ì˙éû,ã§ópïî,êÍóLïî,çáåv
2020/6/4,26,651,677
2020/6/5,37,810,847
2020/6/6,9,688,697
2020/6/7,9,143,152
2020/6/8,27,701,728
2020/6/9,45,880,925
2020/6/10,44,1037,1081
2020/6/11,41,922,963
2020/6/12,48,976,1024
2020/6/13,9,381,390
2020/6/14,9,118,127
2020/6/15,52,748,800
2020/6/16,41,805,846
2020/6/17,35,658,693
2020/6/18,23,605,628
2020/6/19,15,428,443
2020/6/20,8,485,493
2020/6/21,8,84,92
2020/6/22,16,410,426
2020/6/23,21,586,607
2020/6/24,20,568,588
2020/6/25,14,434,448
2020/6/26,40,688,728
2020/6/27,13,576,589
2020/6/28,9,127,136
2020/6/29,36,649,685
2020/6/30,32,630,662
2020/7/1,34,663,697
2020/7/2,52,771,823
2020/7/3,37,680,717
2020/7/4,19,476,495
2020/7/5,13,215,228
2020/7/6,31,647,678
2020/7/7,48,822,870
2020/7/8,42,709,751
2020/7/9,23,592,615
2020/7/10,35,649,684
2020/7/11,16,798,814
2020/7/12,16,433,449
2020/7/13,17,540,557
2020/7/14,16,584,600
2020/7/15,15,476,491
2020/7/16,16,519,535
2020/7/17,14,411,425
2020/7/18,9,279,288
2020/7/19,7,166,173
2020/7/20,53,812,865
2020/7/21,40,792,832
2020/7/22,48,824,872
2020/7/23,7,491,498
2020/7/24,9,600,609
2020/7/25,11,517,528
2020/7/26,17,298,315
2020/7/27,50,777,827
2020/7/28,46,878,924
2020/7/29,19,626,645
2020/7/30,25,659,684
2020/7/31,34,744,778
2020/8/1,36,620,656
2020/8/2,11,348,359
2020/8/3,82,947,1029
2020/8/4,75,1026,1101
2020/8/5,107,1161,1268
2020/8/6,104,1175,1279
2020/8/7,51,1193,1244
2020/8/8,38,826,864
2020/8/9,45,482,527
2020/8/10,42,1107,1149
2020/8/11,120,1397,1517
2020/8/12,107,1188,1295
2020/8/13,113,1216,1329
2020/8/14,108,1255,1363
2020/8/15,48,1181,1229
2020/8/16,36,740,776
2020/8/17,120,1362,1482
2020/8/18,106,1322,1428
2020/8/19,105,1136,1241
2020/8/20,110,1198,1308
2020/8/21,114,1291,1405
2020/8/22,39,1009,1048
2020/8/23,35,370,405
2020/8/24,98,1003,1101
2020/8/25,94,973,1067
2020/8/26,103,1090,1193
2020/8/27,108,1214,1322
2020/8/28,109,1162,1271
2020/8/29,44,1035,1079
2020/8/30,42,615,657
2020/8/31,101,1064,1165
2020/9/1,59,826,885
2020/9/2,90,971,1061
2020/9/3,103,1039,1142
2020/9/4,118,1275,1393
2020/9/5,43,826,869
2020/9/6,37,381,418
2020/9/7,93,891,984
2020/9/8,104,1056,1160
2020/9/9,101,1055,1156
2020/9/10,95,1032,1127
2020/9/11,111,1085,1196
2020/9/12,38,558,596
2020/9/13,27,225,252
2020/9/14,48,675,723
2020/9/15,49,693,742
2020/9/16,46,702,748
2020/9/17,51,755,806
2020/9/18,73,991,1064
2020/9/19,17,539,556
2020/9/20,16,245,261
2020/9/21,12,288,300
2020/9/22,13,325,338
2020/9/23,17,366,383
2020/9/24,15,308,323
2020/9/25,15,321,336
2020/9/26,10,197,207
2020/9/27,9,78,87
2020/9/28,21,327,348
2020/9/29,15,306,321
2020/9/30,15,296,311
2020/10/1,18,327,345
2020/10/2,17,373,390
2020/10/3,10,381,391
2020/10/4,8,101,109
2020/10/5,18,453,471
2020/10/6,16,410,426
2020/10/7,16,341,357
2020/10/8,9,305,314
2020/10/9,12,315,327
2020/10/10,8,178,186
2020/10/11,8,81,89
2020/10/12,17,340,357
2020/10/13,15,415,430
2020/10/14,16,352,368
2020/10/15,11,314,325
2020/10/16,12,273,285
2020/10/17,9,252,261
2020/10/18,8,159,167
2020/10/19,16,233,249
2020/10/20,9,200,209
2020/10/21,10,237,247
2020/10/22,10,260,270
2020/10/23,11,279,290
2020/10/24,11,176,187
2020/10/25,10,165,175
2020/10/26,11,231,242
2020/10/27,11,240,251
2020/10/28,10,286,296
2020/10/29,12,264,276
2020/10/30,11,254,265
2020/10/31,10,254,264
2020/11/1,9,223,232
2020/11/2,10,242,252
2020/11/3,9,164,173
2020/11/4,17,222,239
2020/11/5,22,253,275
2020/11/6,33,221,254
2020/11/7,11,239,250
2020/11/8,8,139,147
2020/11/9,22,246,268
2020/11/10,40,170,210
2020/11/11,44,242,286
2020/11/12,74,309,383
2020/11/13,38,255,293
2020/11/14,13,185,198
2020/11/15,9,198,207
2020/11/16,25,249,274
2020/11/17,13,208,221
2020/11/18,19,239,258
2020/11/19,12,254,266
2020/11/20,11,319,330
2020/11/21,10,228,238
2020/11/22,11,231,242
2020/11/23,8,238,246
2020/11/24,60,238,298
2020/11/25,75,308,383
2020/11/26,31,258,289
2020/11/27,65,320,385
2020/11/28,8,225,233
2020/11/29,10,361,371
2020/11/30,79,240,319
2020/12/1,79,227,306
2020/12/2,96,381,477
2020/12/3,96,417,513
2020/12/4,97,278,375
2020/12/5,21,452,473
2020/12/6,10,469,479
2020/12/7,80,387,467
2020/12/8,68,308,376
2020/12/9,99,375,474
2020/12/10,99,360,459
2020/12/11,93,314,407
2020/12/12,10,403,413
2020/12/13,8,411,419
2020/12/14,97,411,508
2020/12/15,109,449,558
2020/12/16,107,618,725
2020/12/17,112,538,650
2020/12/18,111,452,563
2020/12/19,9,640,649
2020/12/20,10,543,553
2020/12/21,117,564,681
2020/12/22,107,617,724
2020/12/23,104,526,630
2020/12/24,113,527,640
2020/12/25,98,479,577
2020/12/26,19,478,497
2020/12/27,12,509,521
2020/12/28,102,484,586
2020/12/29,81,219,300
2020/12/30,11,71,82
2020/12/31,8,68,76
2021/1/1,11,57,68
2021/1/2,11,54,65
2021/1/3,8,75,83
2021/1/4,125,822,947
2021/1/5,118,731,849
2021/1/6,121,950,1071
2021/1/7,108,732,840
2021/1/8,129,820,949
2021/1/9,28,854,882
2021/1/10,9,829,838
2021/1/11,9,904,913
2021/1/12,127,911,1038
2021/1/13,114,701,815
2021/1/14,106,587,693
2021/1/15,117,591,708
2021/1/16,17,515,532
2021/1/17,17,664,681
2021/1/18,124,639,763
2021/1/19,119,699,818
2021/1/20,125,750,875
2021/1/21,124,665,789
2021/1/22,98,460,558
2021/1/23,24,693,717
2021/1/24,9,740,749
2021/1/25,109,534,643
2021/1/26,111,562,673
2021/1/27,80,554,634
2021/1/28,119,693,812
2021/1/29,112,581,693
2021/1/30,19,842,861
2021/1/31,10,685,695
2021/2/1,125,656,781
2021/2/2,94,482,576
2021/2/3,107,571,678
2021/2/4,105,529,634
2021/2/5,113,492,605
2021/2/6,28,446,474
2021/2/7,9,434,443
2021/2/8,117,570,687
2021/2/9,121,632,753
2021/2/10,113,602,715
2021/2/11,9,623,632
2021/2/12,110,501,611
2021/2/13,12,393,405
2021/2/14,12,421,433
2021/2/15,91,377,468
2021/2/16,76,324,400
2021/2/17,105,379,484
2021/2/18,116,577,693
2021/2/19,110,528,638
2021/2/20,9,600,609
2021/2/21,11,281,292
2021/2/22,37,221,258
2021/2/23,11,331,342
2021/2/24,108,507,615
2021/2/25,115,562,677
2021/2/26,103,415,518
2021/2/27,10,500,510
2021/2/28,9,488,497
2021/3/1,64,406,470
2021/3/2,26,375,401
2021/3/3,113,450,563
2021/3/4,103,464,567
2021/3/5,64,369,433
2021/3/6,20,279,299
2021/3/7,9,391,400
2021/3/8,113,509,622
2021/3/9,95,355,450
2021/3/10,51,385,436
2021/3/11,81,324,405
2021/3/12,53,333,386
2021/3/13,12,397,409
2021/3/14,9,260,269
2021/3/15,52,333,385
2021/3/16,47,293,340
2021/3/17,42,291,333
2021/3/18,55,375,430
2021/3/19,49,377,426
2021/3/20,8,365,373
2021/3/21,15,181,196
2021/3/22,67,280,347
2021/3/23,58,354,412
2021/3/24,40,317,357
2021/3/25,21,287,308
2021/3/26,21,224,245
2021/3/27,11,288,299
2021/3/28,11,211,222
2021/3/29,12,245,257
2021/3/30,11,268,279
2021/3/31,13,284,297
2021/4/1,10,262,272
2021/4/2,10,261,271
2021/4/3,11,246,257
2021/4/4,9,122,131
2021/4/5,26,302,328
2021/4/6,62,235,297
2021/4/7,36,279,315
2021/4/8,22,268,290
2021/4/9,43,284,327
2021/4/10,11,222,233
2021/4/11,8,198,206
2021/4/12,29,238,267
2021/4/13,12,235,247
2021/4/14,12,315,327
2021/4/15,55,265,320
2021/4/16,29,240,269
2021/4/17,15,213,228
2021/4/18,8,160,168
2021/4/19,13,229,242
2021/4/20,13,242,255
2021/4/21,9,290,299
2021/4/22,11,343,354
2021/4/23,16,300,316
2021/4/24,10,184,194
2021/4/25,9,73,82
2021/4/26,23,213,236
2021/4/27,14,266,280
2021/4/28,13,313,326
2021/4/29,11,214,225
2021/4/30,8,298,306
2021/5/1,11,185,196
2021/5/2,9,74,83
2021/5/3,8,195,203
2021/5/4,9,204,213
2021/5/5,11,203,214
2021/5/6,14,271,285
2021/5/7,10,285,295
2021/5/8,8,233,241
2021/5/9,9,78,87
2021/5/10,12,333,345
2021/5/11,11,279,290
2021/5/12,11,293,304
2021/5/13,8,300,308
2021/5/14,14,452,466
2021/5/15,9,363,372
2021/5/16,9,63,72
2021/5/17,14,544,558
2021/5/18,16,482,498
2021/5/19,12,385,397
2021/5/20,10,373,383
2021/5/21,13,511,524
2021/5/22,9,304,313
2021/5/23,10,90,100
2021/5/24,16,481,497
2021/5/25,16,566,582
2021/5/26,16,459,475
2021/5/27,12,378,390
2021/5/28,16,451,467
2021/5/29,9,397,406
2021/5/30,11,116,127
2021/5/31,16,495,511
2021/6/1,14,511,525
2021/6/2,17,515,532
2021/6/3,22,517,539
2021/6/4,16,515,531
2021/6/5,9,365,374
2021/6/6,8,106,114
2021/6/7,32,608,640
2021/6/8,48,756,804
2021/6/9,45,751,796
2021/6/10,50,715,765
2021/6/11,41,708,749
2021/6/12,8,573,581
2021/6/13,8,212,220
2021/6/14,22,604,626
2021/6/15,44,700,744
2021/6/16,20,605,625
2021/6/17,17,559,576
2021/6/18,25,586,611
2021/6/19,9,337,346
2021/6/20,9,148,157
2021/6/21,31,632,663
2021/6/22,30,668,698
2021/6/23,19,601,620
2021/6/24,22,582,604
2021/6/25,28,613,641
2021/6/26,9,540,549
2021/6/27,9,187,196
2021/6/28,48,692,740
2021/6/29,30,635,665
2021/6/30,17,516,533
2021/7/1,14,537,551
2021/7/2,14,497,511
2021/7/3,8,506,514
2021/7/4,8,134,142
2021/7/5,17,545,562
2021/7/6,41,761,802
2021/7/7,51,834,885
2021/7/8,18,673,691
2021/7/9,17,660,677
2021/7/10,8,848,856
2021/7/11,13,350,363
2021/7/12,71,877,948
2021/7/13,60,867,927
2021/7/14,52,808,860
2021/7/15,65,818,883
2021/7/16,85,965,1050
2021/7/17,14,850,864
2021/7/18,8,566,574
2021/7/19,109,1192,1301
2021/7/20,110,1151,1261
2021/7/21,105,1107,1212
2021/7/22,8,1036,1044
2021/7/23,8,1049,1057
2021/7/24,16,977,993
2021/7/25,16,551,567
2021/7/26,84,981,1065
2021/7/27,55,991,1046
2021/7/28,94,1183,1277
2021/7/29,102,1090,1192
2021/7/30,73,903,976
2021/7/31,12,826,838
2021/8/1,8,502,510
2021/8/2,117,1116,1233
2021/8/3,121,1153,1274
2021/8/4,137,1175,1312
2021/8/5,134,1160,1294
2021/8/6,132,1182,1314
2021/8/7,29,795,824
2021/8/8,31,389,420
2021/8/9,32,861,893
2021/8/10,143,1240,1383
2021/8/11,115,1032,1147
2021/8/12,78,851,929
2021/8/13,36,651,687
2021/8/14,27,420,447
2021/8/15,24,109,133
2021/8/16,28,507,535
2021/8/17,30,646,676
2021/8/18,84,931,1015
2021/8/19,91,1021,1112
2021/8/20,102,1032,1134
2021/8/21,30,808,838
2021/8/22,30,441,471
2021/8/23,83,936,1019
2021/8/24,101,944,1045
2021/8/25,116,1134,1250
2021/8/26,140,1227,1367
2021/8/27,124,1172,1296
2021/8/28,37,1087,1124
2021/8/29,30,412,442
2021/8/30,126,1240,1366
2021/8/31,101,993,1094
2021/9/1,33,620,653
2021/9/2,15,502,517
2021/9/3,17,466,483
2021/9/4,7,334,341
2021/9/5,8,83,91
2021/9/6,18,411,429
2021/9/7,14,485,499
2021/9/8,16,458,474
2021/9/9,16,495,511
2021/9/10,41,791,832
2021/9/11,8,498,506
2021/9/12,9,190,199
2021/9/13,52,734,786
2021/9/14,23,628,651
2021/9/15,31,704,735
2021/9/16,24,624,648
2021/9/17,18,544,562
2021/9/18,10,497,507
2021/9/19,7,180,187
2021/9/20,8,514,522
2021/9/21,31,617,648
2021/9/22,50,774,824
2021/9/23,8,714,722
2021/9/24,55,698,753
2021/9/25,7,410,417
2021/9/26,9,114,123
2021/9/27,18,460,478
2021/9/28,19,488,507
2021/9/29,25,547,572
2021/9/30,31,630,661
2021/10/1,14,395,409
2021/10/2,9,463,472
2021/10/3,9,197,206
2021/10/4,33,646,679
2021/10/5,35,643,678
2021/10/6,29,643,672
2021/10/7,17,498,515
2021/10/8,41,683,724
2021/10/9,16,467,483
2021/10/10,11,110,121
2021/10/11,37,560,597
2021/10/12,13,452,465
2021/10/13,13,345,358
2021/10/14,13,421,434
2021/10/15,17,451,468
2021/10/16,13,329,342
2021/10/17,11,132,143
2021/10/18,10,219,229
2021/10/19,8,270,278
2021/10/20,12,231,243
2021/10/21,9,269,278
2021/10/22,8,301,309
2021/10/23,9,238,247
2021/10/24,9,199,208
2021/10/25,10,306,316
2021/10/26,8,311,319
2021/10/27,9,320,329
2021/10/28,11,293,304
2021/10/29,11,328,339
2021/10/30,9,167,176
2021/10/31,8,218,226
2021/11/1,10,271,281
2021/11/2,9,308,317
2021/11/3,8,245,253
2021/11/4,9,327,336
2021/11/5,11,331,342
2021/11/6,13,229,242
2021/11/7,11,186,197
2021/11/8,10,332,342
2021/11/9,9,281,290
2021/11/10,11,297,308
2021/11/11,12,274,286
2021/11/12,15,289,304
2021/11/13,9,221,230
2021/11/14,9,224,233
2021/11/15,18,280,298
2021/11/16,16,258,274
2021/11/17,23,244,267
2021/11/18,24,312,336
2021/11/19,26,298,324
2021/11/20,13,182,195
2021/11/21,11,224,235
2021/11/22,26,338,364
2021/11/23,11,228,239
2021/11/24,29,375,404
2021/11/25,32,353,385
2021/11/26,24,362,386
2021/11/27,10,283,293
2021/11/28,11,301,312
2021/11/29,77,414,491
2021/11/30,55,338,393
2021/12/1,26,324,350
2021/12/2,65,415,480
2021/12/3,51,327,378
2021/12/4,16,307,323
2021/12/5,33,411,444
2021/12/6,106,414,520
2021/12/7,63,353,416
2021/12/8,91,416,507
2021/12/9,82,401,483
2021/12/10,86,387,473
2021/12/11,12,414,426
2021/12/12,9,337,346
2021/12/13,86,442,528
2021/12/14,106,470,576
2021/12/15,82,491,573
2021/12/16,72,435,507
2021/12/17,86,394,480
2021/12/18,17,479,496
2021/12/19,13,522,535
2021/12/20,98,499,597
2021/12/21,77,498,575
2021/12/22,91,441,532
2021/12/23,103,449,552
2021/12/24,104,394,498
2021/12/25,34,450,484
2021/12/26,10,605,615
2021/12/27,111,613,724
2021/12/28,108,630,738
2021/12/29,10,440,450
2021/12/30,10,133,143
2021/12/31,12,55,67
2022/1/1,9,52,61
2022/1/2,11,115,126
2022/1/3,10,132,142
2022/1/4,110,813,923
2022/1/5,117,961,1078
2022/1/6,149,1136,1285
2022/1/7,135,922,1057
2022/1/8,11,704,715
2022/1/9,8,647,655
2022/1/10,12,751,763
2022/1/11,103,707,810
2022/1/12,108,678,786
2022/1/13,104,624,728
2022/1/14,107,698,805
2022/1/15,21,464,485
2022/1/16,11,557,568
2022/1/17,103,628,731
2022/1/18,110,732,842
2022/1/19,111,727,838
2022/1/20,146,716,862
2022/1/21,168,745,913
2022/1/22,50,579,629
2022/1/23,51,653,704
2022/1/24,132,581,713
2022/1/25,129,681,810
2022/1/26,131,631,762
2022/1/27,134,500,634
2022/1/28,126,542,668
2022/1/29,51,526,577
2022/1/30,47,565,612
2022/1/31,141,573,714
2022/2/1,139,552,691
2022/2/2,133,633,766
2022/2/3,130,603,733
2022/2/4,137,586,723
2022/2/5,49,557,606
2022/2/6,51,683,734
2022/2/7,142,727,869
2022/2/8,141,692,833
2022/2/9,135,613,748
2022/2/10,166,940,1106
2022/2/11,50,681,731
2022/2/12,59,592,651
2022/2/13,53,763,816
2022/2/14,144,832,976
2022/2/15,133,704,837
2022/2/16,132,635,767
2022/2/17,143,735,878
2022/2/18,132,563,695
2022/2/19,56,614,670
2022/2/20,49,560,609
2022/2/21,144,639,783
2022/2/22,141,679,820
2022/2/23,48,712,760
2022/2/24,140,641,781
2022/2/25,130,635,765
2022/2/26,42,497,539
2022/2/27,41,478,519
2022/2/28,103,387,490
2022/3/1,89,408,497
2022/3/2,96,340,436
2022/3/3,87,408,495
2022/3/4,114,447,561
2022/3/5,43,318,361
2022/3/6,42,388,430
2022/3/7,112,358,470
2022/3/8,131,530,661
2022/3/9,112,378,490
2022/3/10,115,394,509
2022/3/11,85,314,399
2022/3/12,35,198,233
2022/3/13,36,170,206
2022/3/14,27,225,252
2022/3/15,28,364,392
2022/3/16,20,308,328
2022/3/17,16,297,313
2022/3/18,102,485,587
2022/3/19,10,249,259
2022/3/20,11,353,364
2022/3/21,8,372,380
2022/3/22,99,504,603
2022/3/23,54,396,450
2022/3/24,75,429,504
2022/3/25,39,333,372
2022/3/26,10,215,225
2022/3/27,10,121,131
2022/3/28,25,293,318
2022/3/29,39,285,324
2022/3/30,22,283,305
2022/3/31,12,258,270
2022/4/1,83,405,488
2022/4/2,10,270,280
2022/4/3,10,399,409
2022/4/4,89,436,525
2022/4/5,42,377,419
2022/4/6,19,297,316
2022/4/7,19,301,320
2022/4/8,10,256,266
2022/4/9,14,181,195
2022/4/10,11,101,112
2022/4/11,12,289,301
2022/4/12,12,380,392
2022/4/13,16,452,468
2022/4/14,11,317,328
2022/4/15,8,295,303
2022/4/16,9,165,174
2022/4/17,10,116,126
2022/4/18,9,263,272
2022/4/19,11,218,229
2022/4/20,8,349,357
2022/4/21,9,260,269
2022/4/22,11,344,355
2022/4/23,9,239,248
2022/4/24,9,59,68
2022/4/25,15,412,427
2022/4/26,13,442,455
2022/4/27,23,531,554
2022/4/28,13,362,375
2022/4/29,9,224,233
2022/4/30,10,166,176
2022/5/1,9,197,206
2022/5/2,10,232,242
2022/5/3,8,223,231
2022/5/4,8,173,181
2022/5/5,10,201,211
2022/5/6,14,301,315
2022/5/7,9,218,227
2022/5/8,8,70,78
2022/5/9,10,300,310
2022/5/10,10,293,303
2022/5/11,9,335,344
2022/5/12,9,383,392
2022/5/13,13,338,351
2022/5/14,9,320,329
2022/5/15,8,62,70
2022/5/16,9,269,278
2022/5/17,10,266,276
2022/5/18,14,351,365
2022/5/19,19,385,404
2022/5/20,17,449,466
2022/5/21,8,267,275
2022/5/22,10,61,71
2022/5/23,13,402,415
2022/5/24,19,476,495
2022/5/25,22,500,522
2022/5/26,21,495,516
2022/5/27,17,478,495
2022/5/28,10,408,418
2022/5/29,13,165,178
2022/5/30,34,540,574
2022/5/31,10,422,432
2022/6/1,24,481,505
2022/6/2,30,544,574
2022/6/3,18,504,522
2022/6/4,9,363,372
2022/6/5,9,110,119
2022/6/6,9,314,323
2022/6/7,10,325,335
2022/6/8,9,312,321
2022/6/9,12,379,391
2022/6/10,16,438,454
2022/6/11,9,389,398
2022/6/12,10,135,145
2022/6/13,19,436,455
2022/6/14,10,332,342
2022/6/15,9,325,334
2022/6/16,15,392,407
2022/6/17,29,487,516
2022/6/18,15,439,454
2022/6/19,8,225,233
2022/6/20,64,655,719
2022/6/21,73,695,768
2022/6/22,58,654,712
2022/6/23,39,526,565
2022/6/24,100,734,834
2022/6/25,37,875,912
2022/6/26,33,438,471
2022/6/27,137,1025,1162
2022/6/28,142,1090,1232
2022/6/29,177,1088,1265
2022/6/30,222,1060,1282
2022/7/1,223,1144,1367
2022/7/2,56,886,942
2022/7/3,45,496,541
2022/7/4,137,769,906
2022/7/5,121,795,916
2022/7/6,65,765,830
2022/7/7,115,694,809
2022/7/8,66,676,742
2022/7/9,31,629,660
2022/7/10,28,306,334
2022/7/11,71,882,953
2022/7/12,124,717,841
2022/7/13,44,579,623
2022/7/14,78,542,620
2022/7/15,34,493,527
2022/7/16,11,423,434
2022/7/17,24,263,287
2022/7/18,46,822,868
2022/7/19,134,809,943
2022/7/20,77,889,966
2022/7/21,135,782,917
2022/7/22,80,824,904
2022/7/23,40,808,848
2022/7/24,39,430,469
2022/7/25,84,1009,1093
2022/7/26,132,763,895
2022/7/27,81,953,1034
2022/7/28,162,917,1079
2022/7/29,89,958,1047
2022/7/30,42,846,888
2022/7/31,48,561,609
